"Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","status","others","residence","property","age","otherplans","housing","cards","job","liable","tele","foreign","rent"
"1","A11",24,"poor","newcar",1442,"A61","A74",4,"A92","A101","4","A123",23,"A143","A151","2","A173","1","A191","foreign","TRUE"
"1","A12",24,"good","biz",4241,"A61","A73",1,"A93","A101","4","A121",36,"A143","A152","3","A172","1","A192","foreign","FALSE"
"1","A14",18,"terrible","newcar",2775,"A61","A74",2,"A93","A101","2","A122",31,"A141","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","biz",3863,"A61","A73",1,"A93","A101","2","A124",32,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A12",7,"poor","goods/repair",2329,"A61","A72",1,"A92","A103","1","A121",45,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",9,"poor","goods/repair",918,"A61","A73",4,"A92","A101","1","A122",30,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",24,"good","edu",1837,"A61","A74",4,"A92","A101","4","A124",34,"A141","A153","1","A172","1","A191","foreign","FALSE"
"1","A14",36,"poor","goods/repair",3349,"A61","A73",4,"A92","A101","2","A123",28,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A13",10,"poor","goods/repair",1275,"A61","A72",4,"A92","A101","2","A122",23,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",24,"good","goods/repair",2828,"A63","A73",4,"A93","A101","4","A121",22,"A142","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",24,"terrible","biz",4526,"A61","A73",3,"A93","A101","2","A121",74,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A12",36,"poor","goods/repair",2671,"A62","A73",4,"A92","A102","4","A124",50,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A14",18,"poor","goods/repair",2051,"A61","A72",4,"A93","A101","1","A121",33,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","usedcar",1300,"A65","A75",4,"A93","A101","4","A124",45,"A141","A153","1","A173","2","A191","foreign","FALSE"
"1","A11",12,"poor","goods/repair",741,"A62","A71",4,"A92","A101","3","A122",22,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A13",10,"poor","newcar",1240,"A62","A75",1,"A92","A101","4","A124",48,"A143","A153","1","A172","2","A191","foreign","FALSE"
"0","A11",21,"poor","goods/repair",3357,"A64","A72",4,"A92","A101","2","A123",29,"A141","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",24,"good","usedcar",3632,"A61","A73",1,"A92","A103","4","A123",22,"A141","A151","1","A173","1","A191","german","TRUE"
"1","A14",18,"poor","goods/repair",1808,"A61","A74",4,"A92","A101","1","A121",22,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",48,"good","biz",12204,"A65","A73",2,"A93","A101","2","A123",48,"A141","A152","1","A174","1","A192","foreign","FALSE"
"0","A12",60,"poor","goods/repair",9157,"A65","A73",2,"A93","A101","2","A124",27,"A143","A153","1","A174","1","A191","foreign","FALSE"
"0","A11",6,"terrible","newcar",3676,"A61","A73",1,"A93","A101","3","A121",37,"A143","A151","3","A173","2","A191","foreign","TRUE"
"1","A12",30,"poor","goods/repair",3441,"A62","A73",2,"A92","A102","4","A123",21,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",12,"poor","newcar",640,"A61","A73",4,"A91","A101","2","A121",49,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",21,"terrible","biz",3652,"A61","A74",2,"A93","A101","3","A122",27,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",18,"terrible","newcar",1530,"A61","A73",3,"A93","A101","2","A122",32,"A141","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",48,"poor","biz",3914,"A65","A73",4,"A91","A101","2","A121",38,"A141","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",12,"poor","goods/repair",1858,"A61","A72",4,"A92","A101","1","A123",22,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A11",18,"poor","goods/repair",2600,"A61","A73",4,"A93","A101","4","A124",65,"A143","A153","2","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","goods/repair",1979,"A65","A75",4,"A93","A101","2","A123",35,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A13",6,"poor","goods/repair",2116,"A61","A73",2,"A93","A101","2","A121",41,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A12",9,"good","newcar",1437,"A62","A74",2,"A93","A101","3","A124",29,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",42,"terrible","goods/repair",4042,"A63","A73",4,"A93","A101","4","A121",36,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",9,"poor","edu",3832,"A65","A75",1,"A93","A101","4","A121",64,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A11",24,"poor","goods/repair",3660,"A61","A73",2,"A92","A101","4","A123",28,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",18,"good","goods/repair",1553,"A61","A73",4,"A93","A101","3","A123",44,"A141","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",15,"poor","goods/repair",1444,"A65","A72",4,"A93","A101","1","A122",23,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A14",9,"poor","goods/repair",1980,"A61","A72",2,"A92","A102","2","A123",19,"A143","A151","2","A173","1","A191","foreign","TRUE"
"1","A12",24,"poor","newcar",1355,"A61","A72",3,"A92","A101","4","A123",25,"A143","A152","1","A172","1","A192","foreign","FALSE"
"0","A14",12,"poor","edu",1393,"A61","A75",4,"A93","A101","4","A122",47,"A141","A152","3","A173","2","A192","foreign","FALSE"
"0","A14",24,"poor","goods/repair",1376,"A63","A74",4,"A92","A101","1","A123",28,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",60,"poor","goods/repair",15653,"A61","A74",2,"A93","A101","4","A123",21,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",12,"poor","goods/repair",1493,"A61","A72",4,"A92","A101","3","A123",34,"A143","A152","1","A173","2","A191","foreign","FALSE"
"1","A11",42,"poor","goods/repair",4370,"A61","A74",3,"A93","A101","2","A122",26,"A141","A152","2","A173","2","A192","foreign","FALSE"
"1","A11",18,"poor","edu",750,"A61","A71",4,"A92","A101","1","A121",27,"A143","A152","1","A171","1","A191","foreign","FALSE"
"0","A12",15,"poor","goods/repair",1308,"A61","A75",4,"A93","A101","4","A123",38,"A143","A152","2","A172","1","A191","foreign","FALSE"
"1","A14",15,"poor","edu",4623,"A62","A73",3,"A93","A101","2","A122",40,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",1851,"A61","A74",4,"A94","A103","2","A123",33,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",18,"terrible","goods/repair",1880,"A61","A74",4,"A94","A101","1","A122",32,"A143","A152","2","A174","1","A192","foreign","FALSE"
"1","A14",36,"poor","biz",7980,"A65","A72",4,"A93","A101","4","A123",27,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A11",30,"good","goods/repair",4583,"A61","A73",2,"A91","A103","2","A121",32,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",12,"poor","newcar",1386,"A63","A73",2,"A92","A101","2","A122",26,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A13",24,"poor","newcar",947,"A61","A74",4,"A93","A101","3","A124",38,"A141","A153","1","A173","2","A191","foreign","FALSE"
"1","A11",12,"poor","edu",684,"A61","A73",4,"A93","A101","4","A123",40,"A143","A151","1","A172","2","A191","foreign","TRUE"
"0","A11",48,"poor","edu",7476,"A61","A74",4,"A93","A101","1","A124",50,"A143","A153","1","A174","1","A192","foreign","FALSE"
"1","A12",12,"poor","goods/repair",1922,"A61","A73",4,"A93","A101","2","A122",37,"A143","A152","1","A172","1","A191","foreign","FALSE"
"1","A11",24,"poor","newcar",2303,"A61","A75",4,"A93","A102","1","A121",45,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",36,"poor","newcar",8086,"A62","A75",2,"A93","A101","4","A123",42,"A143","A152","4","A174","1","A192","foreign","FALSE"
"0","A14",24,"terrible","usedcar",2346,"A61","A74",4,"A93","A101","3","A123",35,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",14,"poor","newcar",3973,"A61","A71",1,"A93","A101","4","A124",22,"A143","A153","1","A173","1","A191","foreign","FALSE"
"1","A12",12,"poor","newcar",888,"A61","A75",4,"A93","A101","4","A123",41,"A141","A152","1","A172","2","A191","foreign","FALSE"
"0","A14",48,"poor","goods/repair",10222,"A65","A74",4,"A93","A101","3","A123",37,"A142","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",30,"good","biz",4221,"A61","A73",2,"A92","A101","1","A123",28,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",18,"terrible","goods/repair",6361,"A61","A75",2,"A93","A101","1","A124",41,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A13",12,"poor","goods/repair",1297,"A61","A73",3,"A94","A101","4","A121",23,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A11",12,"poor","newcar",900,"A65","A73",4,"A94","A101","2","A123",23,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",21,"poor","goods/repair",2241,"A61","A75",4,"A93","A101","2","A121",50,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",6,"poor","goods/repair",1050,"A61","A71",4,"A93","A101","1","A122",35,"A142","A152","2","A174","1","A192","foreign","FALSE"
"0","A13",6,"terrible","edu",1047,"A61","A73",2,"A92","A101","4","A122",50,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",24,"terrible","biz",6314,"A61","A71",4,"A93","A102","2","A124",27,"A141","A152","2","A174","1","A192","foreign","FALSE"
"0","A12",30,"good","goods/repair",3496,"A64","A73",4,"A93","A101","2","A123",34,"A142","A152","1","A173","2","A192","foreign","FALSE"
"0","A14",48,"good","biz",3609,"A61","A73",1,"A92","A101","1","A121",27,"A142","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",12,"terrible","newcar",4843,"A61","A75",3,"A93","A102","4","A122",43,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A13",30,"terrible","goods/repair",3017,"A61","A75",4,"A93","A101","4","A122",47,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","biz",4139,"A62","A73",3,"A93","A101","3","A122",27,"A143","A152","2","A172","1","A192","foreign","FALSE"
"0","A14",36,"poor","biz",5742,"A62","A74",2,"A93","A101","2","A123",31,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",60,"poor","newcar",10366,"A61","A75",2,"A93","A101","4","A122",42,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",6,"terrible","newcar",2080,"A63","A73",1,"A94","A101","2","A123",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A14",21,"poor","biz",2580,"A63","A72",4,"A93","A101","2","A121",41,"A141","A152","1","A172","2","A191","foreign","FALSE"
"0","A14",30,"terrible","goods/repair",4530,"A61","A74",4,"A92","A101","4","A123",26,"A143","A151","1","A174","1","A192","foreign","TRUE"
"0","A14",24,"terrible","goods/repair",5150,"A61","A75",4,"A93","A101","4","A123",33,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A12",72,"poor","goods/repair",5595,"A62","A73",2,"A94","A101","2","A123",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",24,"poor","goods/repair",2384,"A61","A75",4,"A93","A101","4","A121",64,"A141","A151","1","A172","1","A191","foreign","TRUE"
"0","A14",18,"poor","goods/repair",1453,"A61","A72",3,"A92","A101","1","A121",26,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",6,"poor","edu",1538,"A61","A72",1,"A92","A101","2","A124",56,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",12,"poor","goods/repair",2279,"A65","A73",4,"A93","A101","4","A124",37,"A143","A153","1","A173","1","A192","foreign","FALSE"
"0","A14",15,"poor","goods/repair",1478,"A61","A73",4,"A94","A101","3","A121",33,"A141","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",5103,"A61","A72",3,"A94","A101","3","A124",47,"A143","A153","3","A173","1","A192","foreign","FALSE"
"0","A12",36,"poor","biz",9857,"A62","A74",1,"A93","A101","3","A122",31,"A143","A152","2","A172","2","A192","foreign","FALSE"
"0","A14",60,"poor","newcar",6527,"A65","A73",4,"A93","A101","4","A124",34,"A143","A153","1","A173","2","A192","foreign","FALSE"
"0","A13",10,"terrible","goods/repair",1347,"A65","A74",4,"A93","A101","2","A122",27,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",36,"poor","newcar",2862,"A62","A75",4,"A93","A101","3","A124",30,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A14",9,"poor","goods/repair",2753,"A62","A75",3,"A93","A102","4","A123",35,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A11",12,"poor","newcar",3651,"A64","A73",1,"A93","A101","3","A122",31,"A143","A152","1","A173","2","A191","foreign","FALSE"
"0","A11",15,"terrible","goods/repair",975,"A61","A73",2,"A91","A101","3","A122",25,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",15,"poor","goods/repair",2631,"A62","A73",3,"A92","A101","2","A121",25,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",24,"poor","goods/repair",2896,"A62","A72",2,"A93","A101","1","A123",29,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",6,"terrible","newcar",4716,"A65","A72",1,"A93","A101","3","A121",44,"A143","A152","2","A172","2","A191","foreign","FALSE"
"0","A14",24,"poor","goods/repair",2284,"A61","A74",4,"A93","A101","2","A123",28,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",6,"poor","usedcar",1236,"A63","A73",2,"A93","A101","4","A122",50,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A12",12,"poor","goods/repair",1103,"A61","A74",4,"A93","A103","3","A121",29,"A143","A152","2","A173","1","A191","german","FALSE"
"0","A14",12,"terrible","newcar",926,"A61","A71",1,"A92","A101","2","A122",38,"A143","A152","1","A171","1","A191","foreign","FALSE"
"0","A14",18,"terrible","goods/repair",1800,"A61","A73",4,"A93","A101","2","A123",24,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A13",15,"poor","edu",1905,"A61","A75",4,"A93","A101","4","A123",40,"A143","A151","1","A174","1","A192","foreign","TRUE"
"1","A14",12,"poor","goods/repair",1123,"A63","A73",4,"A92","A101","4","A123",29,"A143","A151","1","A172","1","A191","foreign","TRUE"
"1","A11",48,"terrible","usedcar",6331,"A61","A75",4,"A93","A101","4","A124",46,"A143","A153","2","A173","1","A192","foreign","FALSE"
"0","A13",24,"poor","goods/repair",1377,"A62","A75",4,"A92","A101","2","A124",47,"A143","A153","1","A173","1","A192","foreign","FALSE"
"0","A12",30,"poor","biz",2503,"A62","A75",4,"A93","A101","2","A122",41,"A142","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",27,"poor","biz",2528,"A61","A72",4,"A92","A101","1","A122",32,"A143","A152","1","A173","2","A192","foreign","FALSE"
"0","A14",15,"poor","newcar",5324,"A63","A75",1,"A92","A101","4","A124",35,"A143","A153","1","A173","1","A191","foreign","FALSE"
"1","A12",48,"poor","newcar",6560,"A62","A74",3,"A93","A101","2","A122",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",12,"good","goods/repair",2969,"A61","A72",4,"A92","A101","3","A122",25,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A12",9,"poor","goods/repair",1206,"A61","A75",4,"A92","A101","4","A121",25,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",9,"poor","goods/repair",2118,"A61","A73",2,"A93","A101","2","A121",37,"A143","A152","1","A172","2","A191","foreign","FALSE"
"0","A14",18,"terrible","goods/repair",629,"A63","A75",4,"A93","A101","3","A122",32,"A141","A152","2","A174","1","A192","foreign","FALSE"
"1","A11",6,"good","edu",1198,"A61","A75",4,"A92","A101","4","A124",35,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A14",21,"poor","usedcar",2476,"A65","A75",4,"A93","A101","4","A121",46,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A11",9,"terrible","goods/repair",1138,"A61","A73",4,"A93","A101","4","A121",25,"A143","A152","2","A172","1","A191","foreign","FALSE"
"1","A12",60,"poor","newcar",14027,"A61","A74",4,"A93","A101","2","A124",27,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",30,"terrible","usedcar",7596,"A65","A75",1,"A93","A101","4","A123",63,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",30,"terrible","goods/repair",3077,"A65","A75",3,"A93","A101","2","A123",40,"A143","A152","2","A173","2","A192","foreign","FALSE"
"0","A14",18,"poor","goods/repair",1505,"A61","A73",4,"A93","A101","2","A124",32,"A143","A153","1","A174","1","A192","foreign","FALSE"
"0","A13",24,"terrible","goods/repair",3148,"A65","A73",3,"A93","A101","2","A123",31,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",20,"good","usedcar",6148,"A62","A75",3,"A94","A101","4","A123",31,"A141","A152","2","A173","1","A192","foreign","FALSE"
"1","A13",9,"good","goods/repair",1337,"A61","A72",4,"A93","A101","2","A123",34,"A143","A152","2","A174","1","A192","foreign","FALSE"
"1","A12",6,"good","edu",433,"A64","A72",4,"A92","A101","2","A122",24,"A141","A151","1","A173","2","A191","foreign","TRUE"
"1","A11",12,"poor","newcar",1228,"A61","A73",4,"A92","A101","2","A121",24,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",9,"poor","goods/repair",790,"A63","A73",4,"A92","A101","3","A121",66,"A143","A152","1","A172","1","A191","foreign","FALSE"
"1","A14",27,"poor","newcar",2570,"A61","A73",3,"A92","A101","3","A121",21,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",6,"terrible","newcar",250,"A64","A73",2,"A92","A101","2","A121",41,"A141","A152","2","A172","1","A191","foreign","FALSE"
"0","A14",15,"terrible","goods/repair",1316,"A63","A73",2,"A94","A101","2","A122",47,"A143","A152","2","A172","1","A191","foreign","FALSE"
"1","A11",18,"poor","goods/repair",1882,"A61","A73",4,"A92","A101","4","A123",25,"A141","A151","2","A173","1","A191","foreign","TRUE"
"1","A12",48,"good","biz",6416,"A61","A75",4,"A92","A101","3","A124",59,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A13",24,"terrible","biz",1275,"A64","A73",2,"A91","A101","4","A121",36,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",24,"poor","goods/repair",6403,"A61","A72",1,"A93","A101","2","A123",33,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",24,"poor","goods/repair",1987,"A61","A73",2,"A93","A101","4","A121",21,"A143","A151","1","A172","2","A191","foreign","TRUE"
"0","A12",8,"poor","goods/repair",760,"A61","A74",4,"A92","A103","2","A121",44,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",24,"poor","usedcar",2603,"A64","A73",2,"A92","A101","4","A123",28,"A143","A151","1","A173","1","A192","foreign","TRUE"
"0","A14",4,"terrible","newcar",3380,"A61","A74",1,"A92","A101","1","A121",37,"A143","A152","1","A173","2","A191","foreign","FALSE"
"0","A12",36,"good","goods/repair",3990,"A65","A72",3,"A92","A101","2","A124",29,"A141","A152","1","A171","1","A191","foreign","FALSE"
"1","A12",24,"poor","usedcar",11560,"A61","A73",1,"A92","A101","4","A123",23,"A143","A151","2","A174","1","A191","foreign","TRUE"
"0","A11",18,"poor","newcar",4380,"A62","A73",3,"A93","A101","4","A123",35,"A143","A152","1","A172","2","A192","foreign","FALSE"
"0","A14",6,"terrible","newcar",6761,"A61","A74",1,"A93","A101","3","A124",45,"A143","A152","2","A174","2","A192","foreign","FALSE"
"1","A12",30,"good","biz",4280,"A62","A73",4,"A92","A101","4","A123",26,"A143","A151","2","A172","1","A191","foreign","TRUE"
"0","A11",24,"good","newcar",2325,"A62","A74",2,"A93","A101","3","A123",32,"A141","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",10,"good","goods/repair",1048,"A61","A73",4,"A93","A101","4","A121",23,"A142","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",21,"poor","goods/repair",3160,"A65","A75",4,"A93","A101","3","A122",41,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A11",24,"good","goods/repair",2483,"A63","A73",4,"A93","A101","4","A121",22,"A142","A152","1","A173","1","A192","foreign","FALSE"
"0","A11",39,"terrible","goods/repair",14179,"A65","A74",4,"A93","A101","4","A122",30,"A143","A152","2","A174","1","A192","foreign","FALSE"
"0","A11",13,"terrible","biz",1797,"A61","A72",3,"A93","A101","1","A122",28,"A141","A152","2","A172","1","A191","foreign","FALSE"
"0","A11",15,"poor","newcar",2511,"A61","A71",1,"A92","A101","4","A123",23,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A11",12,"poor","newcar",1274,"A61","A72",3,"A92","A101","1","A121",37,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",21,"poor","usedcar",5248,"A65","A73",1,"A93","A101","3","A123",26,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","usedcar",3029,"A61","A74",2,"A93","A101","2","A123",33,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",6,"poor","goods/repair",428,"A61","A75",2,"A92","A101","1","A122",49,"A141","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",18,"poor","newcar",976,"A61","A72",1,"A92","A101","2","A123",23,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",12,"poor","biz",841,"A62","A74",2,"A92","A101","4","A121",23,"A143","A151","1","A172","1","A191","foreign","TRUE"
"0","A14",30,"terrible","goods/repair",5771,"A61","A74",4,"A92","A101","2","A123",25,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",12,"poor","goods/repair",1555,"A64","A75",4,"A93","A101","4","A124",55,"A143","A153","2","A173","2","A191","foreign","FALSE"
"1","A11",24,"poor","newcar",1285,"A65","A74",4,"A92","A101","4","A124",32,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A13",6,"terrible","newcar",1299,"A61","A73",1,"A93","A101","1","A121",74,"A143","A152","3","A171","2","A191","german","FALSE"
"1","A13",15,"terrible","goods/repair",1271,"A65","A73",3,"A93","A101","4","A124",39,"A143","A153","2","A173","1","A192","foreign","FALSE"
"0","A14",24,"poor","newcar",1393,"A61","A73",2,"A93","A103","2","A121",31,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",12,"terrible","newcar",691,"A61","A75",4,"A93","A101","3","A122",35,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",15,"terrible","newcar",5045,"A65","A75",1,"A92","A101","4","A123",59,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",18,"terrible","goods/repair",2124,"A61","A73",4,"A92","A101","4","A121",24,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A11",12,"poor","goods/repair",2214,"A61","A73",4,"A93","A101","3","A122",24,"A143","A152","1","A172","1","A191","foreign","FALSE"
"1","A14",21,"terrible","newcar",12680,"A65","A75",4,"A93","A101","4","A124",30,"A143","A153","1","A174","1","A192","foreign","FALSE"
"0","A14",24,"terrible","newcar",2463,"A62","A74",4,"A94","A101","3","A122",27,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",12,"poor","goods/repair",1155,"A61","A75",3,"A94","A103","3","A121",40,"A141","A152","2","A172","1","A191","foreign","FALSE"
"1","A11",30,"poor","goods/repair",3108,"A61","A72",2,"A91","A101","4","A122",31,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",10,"poor","usedcar",2901,"A65","A72",1,"A92","A101","4","A121",31,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A12",12,"terrible","goods/repair",3617,"A61","A75",1,"A93","A101","4","A123",28,"A143","A151","3","A173","1","A192","foreign","TRUE"
"0","A14",12,"terrible","goods/repair",1655,"A61","A75",2,"A93","A101","4","A121",63,"A143","A152","2","A172","1","A192","foreign","FALSE"
"0","A11",24,"poor","usedcar",2812,"A65","A75",2,"A92","A101","4","A121",26,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A11",36,"terrible","edu",8065,"A61","A73",3,"A92","A101","2","A124",25,"A143","A152","2","A174","1","A192","foreign","FALSE"
"0","A14",21,"terrible","usedcar",3275,"A61","A75",1,"A93","A101","4","A123",36,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",2223,"A62","A75",4,"A93","A101","4","A122",52,"A141","A152","2","A173","1","A191","foreign","FALSE"
"0","A13",12,"terrible","newcar",1480,"A63","A71",2,"A93","A101","4","A124",66,"A141","A153","3","A171","1","A191","foreign","FALSE"
"1","A11",24,"poor","newcar",1371,"A65","A73",4,"A92","A101","4","A121",25,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",36,"terrible","newcar",3535,"A61","A74",4,"A93","A101","4","A123",37,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",18,"poor","goods/repair",3509,"A61","A74",4,"A92","A103","1","A121",25,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",36,"terrible","usedcar",5711,"A64","A75",4,"A93","A101","2","A123",38,"A143","A152","2","A174","1","A192","foreign","FALSE"
"0","A12",18,"poor","goods/repair",3872,"A61","A71",2,"A92","A101","4","A123",67,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A12",39,"terrible","goods/repair",4933,"A61","A74",2,"A93","A103","2","A121",25,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","newcar",1940,"A64","A75",4,"A93","A101","4","A121",60,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",12,"good","edu",1410,"A61","A73",2,"A93","A101","2","A121",31,"A143","A152","1","A172","1","A192","foreign","FALSE"
"1","A12",12,"poor","newcar",836,"A62","A72",4,"A92","A101","2","A122",23,"A141","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",20,"poor","usedcar",6468,"A65","A71",1,"A91","A101","4","A121",60,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A12",18,"poor","biz",1941,"A64","A73",4,"A93","A101","2","A122",35,"A143","A152","1","A172","1","A192","foreign","FALSE"
"0","A14",22,"poor","goods/repair",2675,"A63","A75",3,"A93","A101","4","A123",40,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",48,"terrible","usedcar",2751,"A65","A75",4,"A93","A101","3","A123",38,"A143","A152","2","A173","2","A192","foreign","FALSE"
"1","A12",48,"poor","edu",6224,"A61","A75",4,"A93","A101","4","A124",50,"A143","A153","1","A173","1","A191","foreign","FALSE"
"1","A11",40,"terrible","edu",5998,"A61","A73",4,"A93","A101","3","A124",27,"A141","A152","1","A173","1","A192","foreign","FALSE"
"1","A12",21,"poor","biz",1188,"A61","A75",2,"A92","A101","4","A122",39,"A143","A152","1","A173","2","A191","foreign","FALSE"
"0","A14",24,"poor","usedcar",6313,"A65","A75",3,"A93","A101","4","A123",41,"A143","A152","1","A174","2","A192","foreign","FALSE"
"0","A14",6,"terrible","goods/repair",1221,"A65","A73",1,"A94","A101","2","A122",27,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A13",24,"poor","goods/repair",2892,"A61","A75",3,"A91","A101","4","A124",51,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","goods/repair",3062,"A63","A75",4,"A93","A101","3","A124",32,"A143","A151","1","A173","1","A192","foreign","TRUE"
