"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","SalePrice"
50,"RL",70,8737,"Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1923,1950,"Gable","CompShg","BrkFace",210000
85,"RL",54,7244,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,7,1970,1970,"Gable","CompShg","VinylSd",129500
20,"RM",49,8235,"Pave","IR1","HLS","AllPub","Inside","Gtl","OldTown","Feedr","RRNn","1Fam","1Story",5,7,1955,1995,"Gable","CompShg","MetalSd",125000
60,"FV",75,9375,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd",263000
120,"RL",53,4043,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",6,6,1977,1977,"Gable","CompShg","Plywood",140000
20,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Hip","CompShg","BrkFace",112500
20,"RL",87,11146,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd",255500
20,"RL",67,8777,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",4,5,1949,2003,"Gable","CompShg","VinylSd",108000
60,"RL",85,10625,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd",284000
45,"RM",58,6380,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1922,1950,"Gable","CompShg","MetalSd",113000
20,"RL",69,14850,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng",141000
50,"C (all)",60,11040,"Pave","Reg","Low","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","CompShg","MetalSd",108000
60,"RL",57,21872,"Pave","IR2","HLS","AllPub","FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","HdBoard",175000
20,"RL",77,10010,"Pave","Reg","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1974,1975,"Gable","CompShg","HdBoard",170000
30,"RL",63,13907,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1940,1969,"Gable","CompShg","WdShing",108000
50,"RL",66,21780,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,7,1918,1950,"Gable","CompShg","Wd Sdng",185000
70,"RL",66,6858,"Pave","Reg","Bnk","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,4,1915,1950,"Gable","CompShg","Wd Sdng",128000
60,"RL",77,11198,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2007,"Hip","CompShg","VinylSd",325000
20,"RL",70,10171,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd",214000
50,"RL",79,12327,"Pave","IR1","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","1.5Fin",8,8,1983,2009,"Gable","CompShg","Wd Sdng",316600
90,"RL",74,13101,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1965,1965,"Gable","CompShg","HdBoard",142600
20,"RL",60,7332,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Gable","CompShg","WdShing",120000
60,"RL",83,13159,"Pave","IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd",224500
80,"RL",76,9967,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","CompShg","VinylSd",170000
80,"RL",70,10500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1971,2005,"Gambrel","CompShg","MetalSd",139000
50,"RL",80,8480,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,5,1947,1950,"Gable","CompShg","MetalSd",118500
50,"RL",52,6292,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",7,7,1928,1950,"Gable","CompShg","Wd Sdng",145000
80,"RL",96,11777,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,6,1966,1966,"Gable","CompShg","VinylSd",164500
160,"FV",34,3604,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd",146000
50,"RM",81,12150,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,5,1954,1954,"Gable","CompShg","MetalSd",131500
20,"RL",98,12704,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2008,2009,"Hip","CompShg","VinylSd",253293
90,"RL",81,11841,"Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",6,5,1990,1990,"Gable","CompShg","HdBoard",118500
75,"RM",75,13500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","PosA","1Fam","2.5Unf",10,9,1893,2000,"Gable","CompShg","Wd Sdng",325000
50,"RM",51,6120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,7,1935,1995,"Gable","CompShg","AsbShng",133000
20,"RL",88,11443,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg","VinylSd",369900
30,"RL",55,10267,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1Story",6,7,1918,2000,"Gable","CompShg","Stucco",130000
85,"RL",74,8740,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,6,1982,1982,"Hip","CompShg","HdBoard",137000
20,"RL",65,25095,"Pave","IR1","Low","AllPub","Inside","Sev","ClearCr","Norm","Norm","1Fam","1Story",5,8,1968,2003,"Flat","Tar&Grv","Wd Sdng",143000
40,"RM",50,9100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1Story",5,6,1930,1960,"Gable","CompShg","VinylSd",79500
60,"RL",64,8320,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd",185900
60,"RL",97,13478,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","CemntBd",451950
20,"RL",60,6600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,8,1982,2003,"Gable","CompShg","HdBoard",138000
20,"RL",88,7990,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Hip","CompShg","HdBoard",110000
20,"RL",69,11302,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd",319000
70,"RM",60,3600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1910,1993,"Gable","CompShg","VinylSd",114504
120,"RL",53,3922,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd",194201
20,"RL",80,12984,"Pave","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood",217500
160,"RM",24,1950,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd",151000
60,"RL",74,10927,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd",275000
50,"RM",50,9000,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","Wd Sdng",141000
60,"RL",80,10041,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,1992,1992,"Gable","CompShg","HdBoard",220000
160,"FV",30,3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2005,"Gable","CompShg","MetalSd",151000
20,"RL",88,12803,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd",221000
60,"RL",85,13600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1990,"Gable","CompShg","HdBoard",205000
20,"RL",82,12464,"Pave","IR2","Low","AllPub","Corner","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1996,1996,"Gable","CompShg","VinylSd",152000
20,"RL",78,7800,"Pave","Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","2Story",5,8,1948,2002,"Gable","CompShg","MetalSd",225000
70,"RL",78,12168,"Pave","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,1934,1998,"Gable","CompShg","BrkFace",359100
20,"RL",61,7943,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd",118500
20,"RL",70,8402,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story",5,5,2007,2007,"Gable","CompShg","VinylSd",147000
180,"RM",21,1491,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","SFoyer",4,6,1972,1972,"Gable","CompShg","CemntBd",75500
85,"RL",80,8800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",6,7,1963,1963,"Gable","CompShg","MetalSd",137500
45,"RL",59,7227,"Pave","Reg","HLS","AllPub","Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,1954,1954,"Gable","CompShg","MetalSd",105500
20,"RL",90,11694,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","CemntBd",314813
60,"RL",85,12244,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Hip","CompShg","VinylSd",305000
30,"RL",45,8248,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco",67000
60,"RL",90,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg","HdBoard",240000
20,"RL",71,7064,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood",135000
60,"RL",80,10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd",165150
20,"RL",87,10000,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1962,1962,"Hip","CompShg","Wd Sdng",160000
80,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1972,"Gable","CompShg","AsbShng",153000
60,"RL",70,11606,"Pave","IR1","HLS","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg","Plywood",135000
80,"RL",82,9020,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","WdShngl","Plywood",168500
70,"RM",50,9000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,1880,1991,"Gable","CompShg","VinylSd",124000
120,"RL",34,4590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd",209500
20,"RL",85,11900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1977,1977,"Hip","CompShg","Plywood",82500
20,"RL",80,9250,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2005,"Gable","CompShg","Wd Sdng",139400
90,"RL",64,6979,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood",144000
190,"RH",60,10896,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","CompShg","VinylSd",200000
30,"RM",51,6120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",2,3,1936,1950,"Gable","CompShg","AsbShng",60000
190,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1954,1954,"Gable","CompShg","Wd Sdng",93000
30,"RL",67,8777,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1910,1950,"Gable","CompShg","MetalSd",85000
120,"RL",53,3982,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd",264561
120,"RL",62,12677,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","CompShg","MetalSd",274000
80,"RL",75,13860,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",8,7,1972,1995,"Gable","CompShg","Plywood",345000
60,"RL",80,10793,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing",152000
20,"FV",85,9187,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd",370878
20,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Hip","CompShg","MetalSd",98300
20,"RL",85,10452,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng",155000
60,"RL",70,7700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","MetalSd",155000
180,"RM",21,1936,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CompShg","CemntBd",84500
60,"FV",65,8125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","CemntBd",205950
70,"RL",60,9084,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",4,5,1940,1950,"Gable","CompShg","MetalSd",108000
60,"RL",70,8750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1996,1996,"Gable","CompShg","VinylSd",191000
50,"RM",60,10320,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","CompShg","MetalSd",135000
20,"RL",91,10437,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,6,1995,1995,"Hip","CompShg","MetalSd",350000
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard",88000
20,"RL",72,10007,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","HdBoard",145500
70,"RL",60,7200,"Pave","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",7,6,1931,2000,"Gable","CompShg","Stucco",149000
50,"RL",78,17503,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,5,1948,1950,"Gable","CompShg","VinylSd",97500
20,"RL",75,9937,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1964,1999,"Hip","CompShg","MetalSd",167000
60,"RL",52,46589,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1994,2005,"Hip","CompShg","VinylSd",402000
20,"RL",120,13560,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,3,1968,1968,"Hip","CompShg","Wd Sdng",110000
85,"RL",90,10012,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",4,5,1972,1972,"Gable","CompShg","Plywood",137500
20,"RL",49,20896,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd",423000
60,"RL",106,11194,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd",230500
20,"RL",65,8125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1994,1998,"Gable","CompShg","HdBoard",193500
30,"RL",80,11600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",4,5,1922,1950,"Gable","CompShg","MetalSd",137500
60,"RL",64,8633,"Pave","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd",173500
70,"RH",54,6629,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",6,6,1925,1950,"Gambrel","CompShg","Wd Sdng",103600
20,"RL",110,14442,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CompShg","CemntBd",257500
20,"RL",80,9200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1965,1965,"Gable","CompShg","HdBoard",140000
160,"RL",24,2289,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1978,1978,"Gable","CompShg","Plywood",148500
70,"RM",60,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,2,1900,1950,"Gable","CompShg","AsbShng",87000
30,"RL",52,9022,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,8,1924,2006,"Gable","CompShg","VinylSd",109500
20,"RL",80,11844,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Hip","CompShg","VinylSd",372500
120,"RL",50,8012,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1980,1980,"Gable","CompShg","Plywood",143000
50,"RH",55,4500,"Pave","IR2","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,5,1932,2000,"Gable","CompShg","VinylSd",159434
20,"RL",90,11248,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2002,2002,"Hip","CompShg","VinylSd",285000
60,"RL",58,16770,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd",221000
60,"FV",84,10207,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","VinylSd",227875
20,"RL",60,8089,"Pave","Reg","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,6,2007,2007,"Gable","CompShg","MetalSd",392000
120,"RL",61,7577,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd",194700
60,"RL",104,21535,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,6,1994,1995,"Gable","WdShngl","HdBoard",755000
60,"RL",42,26178,"Pave","IR1","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","2Story",7,5,1989,1990,"Hip","CompShg","MetalSd",335000
30,"RL",60,5400,"Pave","Reg","Lvl","AllPub","Corner","Sev","OldTown","Norm","Norm","1Fam","1Story",5,6,1921,1968,"Gable","CompShg","MetalSd",108480
50,"RM",51,6120,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1936,1950,"Gable","CompShg","Wd Sdng",141500
20,"RL",54,13811,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,6,1987,1987,"Gable","CompShg","HdBoard",176000
30,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1921,1950,"Gable","CompShg","Wd Sdng",89000
20,"RL",57,6420,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","Wd Sdng",123500
20,"RL",65,8450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,8,1965,2009,"Gable","CompShg","MetalSd",138500
120,"FV",59,4282,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","MetalSd",196000
20,"RL",85,14331,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd",312500
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1969,1969,"Hip","CompShg","HdBoard",140000
60,"RL",82,12438,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Hip","CompShg","VinylSd",361919
190,"RM",76,7630,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2Story",5,9,1900,1996,"Gable","CompShg","Wd Sdng",140000
20,"RL",70,8400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd",213000
190,"RM",70,5600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","CompShg","VinylSd",55000
120,"RL",48,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","MetalSd",254000
60,"RL",65,9018,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Hip","CompShg","VinylSd",179540
30,"RL",56,4130,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,6,1935,2003,"Gable","CompShg","VinylSd",52000
50,"C (all)",66,8712,"Pave","Reg","HLS","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,7,1900,1950,"Gable","CompShg","MetalSd",102776
120,"RL",40,4671,"Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1988,1989,"Gable","CompShg","HdBoard",189000
190,"RL",60,9873,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story",4,5,1970,1970,"Gable","CompShg","HdBoard",129000
20,"RL",78,10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1974,1974,"Hip","CompShg","HdBoard",165000
70,"RM",60,10800,"Pave","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1890,1998,"Gable","CompShg","Wd Sdng",159500
20,"RL",80,10000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1973,2000,"Gable","CompShg","HdBoard",157000
60,"RL",96,10542,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Hip","CompShg","Wd Sdng",341000
20,"RL",69,9920,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1969,1969,"Gable","CompShg","HdBoard",128500
20,"RL",70,8120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1970,1970,"Gable","CompShg","MetalSd",124500
50,"RL",60,8172,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1954,1972,"Gable","CompShg","MetalSd",135000
20,"RL",86,13286,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CompShg","CemntBd",320000
